n,level,samples,avg_danger_rate,avg_IG,avg_useful_IG,avg_D,avg_affected_edges,avg_dangerous_edges
1000,4,2,0.026153846153846153,33.0,32.13692307692308,31.11686439011601,76.5,2.0
1000,5,2,0.01,40.5,40.09,24.944001991040317,98.5,1.0
