n,seed,colors,level,edge_count,avg_degree,unit_count,chosen_unit_size,IG,forced,affected_edges,dangerous_edges,danger_rate,useful_IG,D,sample_units,top_neighbors,runtime_seconds
1000,1000042,4,4,3000,6.0,45,32,32,0,129,0,0.0,32.0,31.25,500,16,0.05594349995953962
1000,1000042,4,5,3000,6.0,30,40,40,0,221,0,0.0,40.0,25.0,500,16,0.07815660000778735
1000,1000043,4,4,3000,6.0,43,32,32,0,155,0,0.0,32.0,31.25,500,16,0.058546399988699704
1000,1000043,4,5,3000,6.0,36,40,40,0,188,0,0.0,40.0,25.0,500,16,0.07751110004028305
