n,seed,colors,level,edge_count,avg_degree,unit_count,chosen_unit_size,IG,forced,affected_edges,dangerous_edges,danger_rate,useful_IG,D,sample_units,top_neighbors,runtime_seconds
1000,1000042,3,4,2500,5.0,49,32,40,8,141,11,0.07801418439716312,36.87943262411348,27.115384615384613,500,16,0.0731590999639593
1000,1000042,3,5,2500,5.0,35,40,56,16,181,12,0.06629834254143646,52.28729281767956,19.1251056635672,500,16,0.09013189998222515
1000,1000043,3,4,2500,5.0,47,32,37,5,142,10,0.07042253521126761,34.394366197183096,29.074529074529078,500,16,0.05720739997923374
1000,1000043,3,5,2500,5.0,35,39,49,10,160,10,0.0625,45.9375,21.768707482993197,500,16,0.07518210000125691
