n,level,samples,avg_danger_rate,avg_IG,avg_useful_IG,avg_D,avg_affected_edges,avg_dangerous_edges
1000,4,2,0.06933066933066934,49.0,45.61978021978022,22.167755991285404,173.5,12.0
1000,5,2,0.07600459242250288,65.0,59.91297359357061,16.93934941513634,198.0,15.0
