mode,total,success,fail,success_rate,avg_decision_steps,avg_forced_steps,avg_score_calls
greedy_L,30,29,1,0.9666666666666667,6.066666666666666,0.0,181.06666666666666
greedy_LG,30,18,12,0.6,4.566666666666666,5.433333333333334,100.8
lookahead_LG_2,30,30,0,1.0,9.8,4.966666666666667,4858.566666666667
lookahead_LG_3,30,30,0,1.0,9.933333333333334,4.766666666666667,24097.333333333332
lookahead_L_2,30,29,1,0.9666666666666667,18.0,0.0,9105.7
lookahead_L_3,30,29,1,0.9666666666666667,18.0,0.0,42299.333333333336
