seed,n_vars,n_clauses,stage,level,dropped_before_rebuild,unit_count,chosen_unit_size,IG,forced,danger,affected,danger_rate,base_useful_IG,D_pred,conflict
2000042,2000,8540,before,4,False,1689,32,47,15,13,423,0.030732860520094562,45.55555555555555,43.90243902439025,False
2000042,2000,8540,before,5,False,1659,40,57,17,16,513,0.031189083820662766,55.22222222222222,36.21730382293762,False
5000042,5000,21350,before,4,False,4784,16,18,2,2,183,0.01092896174863388,17.80327868852459,280.84714548802947,False
5000042,5000,21350,before,5,False,4769,21,24,3,3,281,0.010676156583629894,23.743772241992882,210.58153477218227,False
