n,seed,colors,level,edge_count,avg_degree,unit_count,chosen_unit_size,IG,forced,affected_edges,dangerous_edges,danger_rate,useful_IG,D,sample_units,top_neighbors,runtime_seconds
1000,1000042,3,4,3000,6.0,41,32,54,22,182,12,0.06593406593406594,50.43956043956044,19.825708061002178,500,16,0.06806289998348802
1000,1000042,3,5,3000,6.0,32,34,74,40,195,18,0.09230769230769231,67.16923076923077,14.887769125057261,500,16,0.09576840000227094
1000,1000043,3,4,3000,6.0,44,32,44,12,165,12,0.07272727272727272,40.8,24.50980392156863,500,16,0.05736310000065714
1000,1000043,3,5,3000,6.0,34,37,56,19,201,12,0.05970149253731343,52.65671641791045,18.990929705215418,500,16,0.0818804000155069
