n,level,samples,avg_danger_rate,avg_IG,avg_useful_IG,avg_D,avg_affected_edges,avg_dangerous_edges
1000,4,2,0.031512947179849086,957.5,927.3602681721948,1.0785117453779542,193.5,6.0
1000,5,2,0.031512947179849086,957.5,927.3602681721948,1.0785117453779542,193.5,6.0
