n,seed,level,IG,danger_rate,useful_IG,D,IG_after_rebuild,danger_rate_after_rebuild,useful_IG_after_rebuild,D_after_rebuild,sample_units,candidate_cap,top_neighbors,min_useful_growth,topdown_bias,affected_clauses,dangerous_clauses,forced,chosen_unit_size,rebuilt,rebuild_triggered,trigger_level,trigger_reason,ratio_54,ratio_43,useful_IG_G3,useful_IG_G4,useful_IG_G5,baseline_D,after_D,improvement_ratio,runtime_seconds
1000,1000042,1,5,0.02631578947368421,4.868421052631579,205.40540540540542,,,,,500,250,16,1.05,5.0,38,1,1,4,False,False,,,1.335331706450317,1.3774882927216445,30.85201793721973,42.49829351535836,56.74931880108992,205.40540540540542,,,0.10902499995427206
1000,1000042,2,18,0.02054794520547945,17.63013698630137,56.72105672105672,,,,,500,250,16,1.05,5.0,146,3,3,15,False,False,,,1.335331706450317,1.3774882927216445,30.85201793721973,42.49829351535836,56.74931880108992,56.72105672105672,,,0.10902499995427206
1000,1000042,3,32,0.03587443946188341,30.85201793721973,32.41279069767442,,,,,500,250,16,1.05,5.0,223,8,8,24,False,False,,,1.335331706450317,1.3774882927216445,30.85201793721973,42.49829351535836,56.74931880108992,32.41279069767442,,,0.10902499995427206
1000,1000042,4,44,0.034129692832764506,42.49829351535836,23.530356569225827,,,,,500,250,16,1.05,5.0,293,10,12,32,False,False,,,1.335331706450317,1.3774882927216445,30.85201793721973,42.49829351535836,56.74931880108992,23.530356569225827,,,0.10902499995427206
1000,1000042,5,59,0.03814713896457766,56.74931880108992,17.621356892495317,,,,,500,250,16,1.05,5.0,367,14,19,40,False,False,,,1.335331706450317,1.3774882927216445,30.85201793721973,42.49829351535836,56.74931880108992,17.621356892495317,,,0.10902499995427206
1000,1000043,1,5,0.0,5.0,200.0,,,,,500,250,16,1.05,5.0,44,0,0,5,False,False,,,1.2310004045541234,1.40484872053535,30.106995884773664,42.29577464788733,52.06611570247934,200.0,,,0.1084450000198558
1000,1000043,2,10,0.03409090909090909,9.65909090909091,103.52941176470587,,,,,500,250,16,1.05,5.0,88,3,3,7,False,False,,,1.2310004045541234,1.40484872053535,30.106995884773664,42.29577464788733,52.06611570247934,103.52941176470587,,,0.1084450000198558
1000,1000043,3,31,0.02880658436213992,30.106995884773664,33.21487151448879,,,,,500,250,16,1.05,5.0,243,7,7,24,False,False,,,1.2310004045541234,1.40484872053535,30.106995884773664,42.29577464788733,52.06611570247934,33.21487151448879,,,0.1084450000198558
1000,1000043,4,44,0.03873239436619718,42.29577464788733,23.643023643023643,,,,,500,250,16,1.05,5.0,284,11,12,32,False,False,,,1.2310004045541234,1.40484872053535,30.106995884773664,42.29577464788733,52.06611570247934,23.643023643023643,,,0.1084450000198558
1000,1000043,5,54,0.03581267217630854,52.06611570247934,19.206349206349206,,,,,500,250,16,1.05,5.0,363,13,14,40,False,False,,,1.2310004045541234,1.40484872053535,30.106995884773664,42.29577464788733,52.06611570247934,19.206349206349206,,,0.1084450000198558
1000,1000044,1,7,0.047619047619047616,6.666666666666666,150.0,,,,,500,250,16,1.05,5.0,42,2,2,5,False,False,,,1.2234954857022073,1.5641692654460124,27.52742616033755,43.05755395683453,52.68072289156627,150.0,,,0.10309589997632429
1000,1000044,2,11,0.05194805194805195,10.428571428571429,95.89041095890411,,,,,500,250,16,1.05,5.0,77,4,4,7,False,False,,,1.2234954857022073,1.5641692654460124,27.52742616033755,43.05755395683453,52.68072289156627,95.89041095890411,,,0.10309589997632429
1000,1000044,3,28,0.016877637130801686,27.52742616033755,36.32740649908032,,,,,500,250,16,1.05,5.0,237,4,4,24,False,False,,,1.2234954857022073,1.5641692654460124,27.52742616033755,43.05755395683453,52.68072289156627,36.32740649908032,,,0.10309589997632429
1000,1000044,4,45,0.04316546762589928,43.05755395683453,23.224728487886384,,,,,500,250,16,1.05,5.0,278,12,13,32,False,False,,,1.2234954857022073,1.5641692654460124,27.52742616033755,43.05755395683453,52.68072289156627,23.224728487886384,,,0.10309589997632429
1000,1000044,5,55,0.04216867469879518,52.68072289156627,18.98227558604917,,,,,500,250,16,1.05,5.0,332,14,15,40,False,False,,,1.2234954857022073,1.5641692654460124,27.52742616033755,43.05755395683453,52.68072289156627,18.98227558604917,,,0.10309589997632429
5000,5000042,1,5,0.030303030303030304,4.848484848484849,1031.25,,,,,500,250,16,1.05,5.0,33,1,1,4,False,False,,,1.0,1.0,4.848484848484849,4.848484848484849,4.848484848484849,1031.25,,,0.5944814999820665
5000,5000042,2,5,0.030303030303030304,4.848484848484849,1031.25,,,,,500,250,16,1.05,5.0,33,1,1,4,False,False,,,1.0,1.0,4.848484848484849,4.848484848484849,4.848484848484849,1031.25,,,0.5944814999820665
5000,5000042,3,5,0.030303030303030304,4.848484848484849,1031.25,,,,,500,250,16,1.05,5.0,33,1,1,4,False,False,,,1.0,1.0,4.848484848484849,4.848484848484849,4.848484848484849,1031.25,,,0.5944814999820665
