n,seed,level,IG,danger_rate,useful_IG,D,IG_after_rebuild,danger_rate_after_rebuild,useful_IG_after_rebuild,D_after_rebuild,sample_units,candidate_cap,top_neighbors,min_useful_growth,topdown_bias,affected_clauses,dangerous_clauses,forced,chosen_unit_size,rebuilt,rebuild_triggered,trigger_level,trigger_reason,ratio_54,ratio_43,useful_IG_G3,useful_IG_G4,useful_IG_G5,baseline_D,after_D,improvement_ratio,runtime_seconds
5000,5000042,4,5,0.030303030303030304,4.848484848484849,1031.25,4,0.0,4.0,1250.0,500,250,16,1.05,5.0,33,1,1,4,True,True,4,weak_growth,1.0,1.0,4.848484848484849,4.848484848484849,4.848484848484849,1031.25,1250.0,0.825,0.5944814999820665
5000,5000042,5,5,0.030303030303030304,4.848484848484849,1031.25,4,0.0,4.0,1250.0,500,250,16,1.05,5.0,33,1,1,4,True,True,4,weak_growth,1.0,1.0,4.848484848484849,4.848484848484849,4.848484848484849,1031.25,1250.0,0.825,0.5944814999820665
5000,5000043,1,4,0.041666666666666664,3.8333333333333335,1304.3478260869565,,,,,500,250,16,1.05,5.0,24,1,1,3,False,False,,,1.174090909090909,1.0313588850174216,5.675675675675675,5.853658536585366,6.872727272727273,1304.3478260869565,,,0.6475260999868624
5000,5000043,2,6,0.05405405405405406,5.675675675675675,880.952380952381,,,,,500,250,16,1.05,5.0,37,2,2,4,False,False,,,1.174090909090909,1.0313588850174216,5.675675675675675,5.853658536585366,6.872727272727273,880.952380952381,,,0.6475260999868624
5000,5000043,3,6,0.05405405405405406,5.675675675675675,880.952380952381,29,0.021929824561403508,28.364035087719298,176.27957321787537,500,250,16,1.05,5.0,37,2,2,4,True,True,3,weak_growth,1.174090909090909,1.0313588850174216,5.675675675675675,5.853658536585366,6.872727272727273,880.952380952381,176.27957321787537,4.997472848788639,0.6475260999868624
5000,5000043,4,6,0.024390243902439025,5.853658536585366,854.1666666666667,39,0.024390243902439025,38.048780487804876,131.4102564102564,500,250,16,1.05,5.0,41,1,1,5,True,True,3,weak_growth,1.174090909090909,1.0313588850174216,5.675675675675675,5.853658536585366,6.872727272727273,854.1666666666667,131.4102564102564,6.500000000000001,0.6475260999868624
5000,5000043,5,7,0.01818181818181818,6.872727272727273,727.5132275132274,,,,,500,250,16,1.05,5.0,55,1,1,6,False,False,,,1.174090909090909,1.0313588850174216,5.675675675675675,5.853658536585366,6.872727272727273,727.5132275132274,,,0.6475260999868624
5000,5000044,1,5,0.07142857142857142,4.642857142857143,1076.923076923077,,,,,500,250,16,1.05,5.0,28,2,2,3,False,False,,,1.0,1.4572344975053457,5.872340425531915,8.557377049180328,8.557377049180328,1076.923076923077,,,0.5603194999857806
5000,5000044,2,5,0.07142857142857142,4.642857142857143,1076.923076923077,,,,,500,250,16,1.05,5.0,28,2,2,3,False,False,,,1.0,1.4572344975053457,5.872340425531915,8.557377049180328,8.557377049180328,1076.923076923077,,,0.5603194999857806
5000,5000044,3,6,0.02127659574468085,5.872340425531915,851.4492753623189,,,,,500,250,16,1.05,5.0,47,1,1,5,False,False,,,1.0,1.4572344975053457,5.872340425531915,8.557377049180328,8.557377049180328,851.4492753623189,,,0.5603194999857806
5000,5000044,4,9,0.04918032786885246,8.557377049180328,584.2911877394636,5,0.07142857142857142,4.642857142857143,1076.923076923077,500,250,16,1.05,5.0,61,3,3,6,True,True,4,weak_growth,1.0,1.4572344975053457,5.872340425531915,8.557377049180328,8.557377049180328,584.2911877394636,1076.923076923077,0.5425561029009305,0.5603194999857806
5000,5000044,5,9,0.04918032786885246,8.557377049180328,584.2911877394636,5,0.07142857142857142,4.642857142857143,1076.923076923077,500,250,16,1.05,5.0,61,3,3,6,True,True,4,weak_growth,1.0,1.4572344975053457,5.872340425531915,8.557377049180328,8.557377049180328,584.2911877394636,1076.923076923077,0.5425561029009305,0.5603194999857806
