mode,total,success,fail,success_rate,avg_decision_steps,avg_forced_steps,avg_score_calls
greedy_L,30,30,0,1.0,16.0,0.0,49.13333333333333
greedy_LG,30,30,0,1.0,13.133333333333333,2.8666666666666667,47.266666666666666
lookahead_LG_2,30,1,29,0.03333333333333333,9.0,7.0,306.6
lookahead_LG_3,30,14,16,0.4666666666666667,9.357142857142858,6.642857142857143,1047.8666666666666
lookahead_L_2,30,0,30,0.0,,,333.23333333333335
lookahead_L_3,30,2,28,0.06666666666666667,16.0,0.0,1100.5
