mode,total,success,fail,success_rate,avg_steps_success,avg_decision_steps,avg_forced_steps,avg_score_calls
greedy_L,30,2,28,0.06666666666666667,6.0,6.0,0.0,76.16666666666667
greedy_LG,30,30,0,1.0,1.0,1.0,5.033333333333333,42.0
lookahead_LG_2,30,30,0,1.0,1.5333333333333334,1.5333333333333334,4.533333333333333,439.1333333333333
lookahead_LG_3,30,30,0,1.0,1.5333333333333334,1.5333333333333334,4.533333333333333,1243.1666666666667
lookahead_L_2,30,22,8,0.7333333333333333,6.0,6.0,0.0,1256.7666666666667
lookahead_L_3,30,27,3,0.9,6.0,6.0,0.0,4239.866666666667
