n,seed,level,IG,danger_rate,useful_IG,D,IG_after_rebuild,danger_rate_after_rebuild,useful_IG_after_rebuild,D_after_rebuild,sample_units,candidate_cap,top_neighbors,min_useful_growth,topdown_bias,affected_clauses,dangerous_clauses,forced,chosen_unit_size,rebuilt,rebuild_triggered,trigger_level,trigger_reason,ratio_54,ratio_43,useful_IG_G3,useful_IG_G4,useful_IG_G5,baseline_D,after_D,improvement_ratio,runtime_seconds
1000,1000042,1,9,0.041666666666666664,8.625,115.94202898550725,,,,,500,250,16,1.05,5.0,72,3,3,6,False,False,,,1.2753164556962024,1.4926698233472955,33.07831325301205,49.375,62.96875,115.94202898550725,,,0.18324589997064322
1000,1000042,2,24,0.03619909502262444,23.131221719457013,43.231611893583725,,,,,500,250,16,1.05,5.0,221,8,8,16,False,False,,,1.2753164556962024,1.4926698233472955,33.07831325301205,49.375,62.96875,43.231611893583725,,,0.18324589997064322
1000,1000042,3,34,0.02710843373493976,33.07831325301205,30.231287561464214,,,,,500,250,16,1.05,5.0,332,9,10,24,False,False,,,1.2753164556962024,1.4926698233472955,33.07831325301205,49.375,62.96875,30.231287561464214,,,0.18324589997064322
1000,1000042,4,51,0.031862745098039214,49.375,20.253164556962027,,,,,500,250,16,1.05,5.0,408,13,19,32,False,False,,,1.2753164556962024,1.4926698233472955,33.07831325301205,49.375,62.96875,20.253164556962027,,,0.18324589997064322
1000,1000042,5,65,0.03125,62.96875,15.88089330024814,,,,,500,250,16,1.05,5.0,512,16,25,40,False,False,,,1.2753164556962024,1.4926698233472955,33.07831325301205,49.375,62.96875,15.88089330024814,,,0.18324589997064322
1000,1000043,1,11,0.02631578947368421,10.710526315789474,93.36609336609337,,,,,500,250,16,1.05,5.0,114,3,3,8,False,False,,,1.2795545432101176,1.347684600996948,40.32515337423313,54.345588235294116,69.53814432989691,93.36609336609337,,,0.1847473000525497
1000,1000043,2,22,0.0273972602739726,21.397260273972602,46.73495518565941,,,,,500,250,16,1.05,5.0,219,6,6,16,False,False,,,1.2795545432101176,1.347684600996948,40.32515337423313,54.345588235294116,69.53814432989691,46.73495518565941,,,0.1847473000525497
1000,1000043,3,42,0.03987730061349693,40.32515337423313,24.798417769663775,,,,,500,250,16,1.05,5.0,326,13,18,24,False,False,,,1.2795545432101176,1.347684600996948,40.32515337423313,54.345588235294116,69.53814432989691,24.798417769663775,,,0.1847473000525497
1000,1000043,4,57,0.04656862745098039,54.345588235294116,18.400757678257342,,,,,500,250,16,1.05,5.0,408,19,25,32,False,False,,,1.2795545432101176,1.347684600996948,40.32515337423313,54.345588235294116,69.53814432989691,18.400757678257342,,,0.1847473000525497
1000,1000043,5,73,0.04742268041237113,69.53814432989691,14.380596572377394,,,,,500,250,16,1.05,5.0,485,23,33,40,False,False,,,1.2795545432101176,1.347684600996948,40.32515337423313,54.345588235294116,69.53814432989691,14.380596572377394,,,0.1847473000525497
