n_vars,stage,level,samples,avg_unit_count,avg_chosen_unit_size,avg_IG,avg_forced,avg_danger_rate,avg_base_useful_IG,D_pred,drops
2000,before,4,1,1689.0,32.0,47.0,15.0,0.030732860520094562,45.55555555555555,43.90243902439025,1
2000,before,5,1,1659.0,2.0,4.0,2.0,0.06666666666666667,3.7333333333333334,535.7142857142857,1
2000,after,4,1,1671.0,32.0,46.0,14.0,0.03248259860788863,44.50580046403712,44.93796267333959,1
2000,after,5,1,1628.0,40.0,57.0,17.0,0.03262955854126679,55.14011516314779,36.271233639654696,1
5000,before,4,1,4784.0,11.0,13.0,2.0,0.013513513513513514,12.824324324324325,389.8840885142255,0
5000,before,5,1,4769.0,21.0,24.0,3.0,0.010676156583629894,23.743772241992882,210.58153477218227,0
