mode,total,success,fail,success_rate,avg_decision_steps,avg_forced_steps,avg_score_calls
greedy_L,9,0,9,0.0,8.88888888888889,0.0,47.333333333333336
greedy_LG,9,1,8,0.1111111111111111,7.222222222222222,1.0,45.666666666666664
lookahead_LG_2,9,5,4,0.5555555555555556,7.111111111111111,3.111111111111111,495.44444444444446
lookahead_LG_3,9,6,3,0.6666666666666666,7.111111111111111,3.888888888888889,1821.3333333333333
lookahead_L_2,9,0,9,0.0,8.555555555555555,0.0,503.55555555555554
lookahead_L_3,9,2,7,0.2222222222222222,8.777777777777779,0.0,1833.3333333333333
