n,seed,level,IG,danger_rate,useful_IG,D,IG_after_rebuild,danger_rate_after_rebuild,useful_IG_after_rebuild,D_after_rebuild,sample_units,candidate_cap,top_neighbors,min_useful_growth,topdown_bias,affected_clauses,dangerous_clauses,forced,chosen_unit_size,rebuilt,rebuild_triggered,trigger_level,trigger_reason,ratio_54,ratio_43,useful_IG_G3,useful_IG_G4,useful_IG_G5,baseline_D,after_D,improvement_ratio,runtime_seconds
5000,5000042,4,28,0.009876543209876543,27.723456790123457,180.35268970431065,,,,,500,250,16,1.05,5.0,405,4,4,24,False,False,,,1.9709222090405054,1.9911875042630107,13.923076923076923,27.723456790123457,54.640776699029125,180.35268970431065,,,0.7128536000382155
5000,5000042,5,56,0.024271844660194174,54.640776699029125,91.50675195451315,,,,,500,250,16,1.05,5.0,618,15,16,40,False,False,,,1.9709222090405054,1.9911875042630107,13.923076923076923,27.723456790123457,54.640776699029125,91.50675195451315,,,0.7128536000382155
5000,5000043,1,6,0.02531645569620253,5.848101265822785,854.978354978355,,,,,500,250,16,1.05,5.0,79,2,2,4,False,False,,,1.8325915642092114,1.4103306147505041,11.720930232558139,16.53038674033149,30.293447293447294,854.978354978355,,,0.7007207999704406
5000,5000043,2,9,0.015625,8.859375,564.3738977072311,,,,,500,250,16,1.05,5.0,128,2,2,7,False,False,,,1.8325915642092114,1.4103306147505041,11.720930232558139,16.53038674033149,30.293447293447294,564.3738977072311,,,0.7007207999704406
5000,5000043,3,12,0.023255813953488372,11.720930232558139,426.5873015873016,,,,,500,250,16,1.05,5.0,129,3,3,9,False,False,,,1.8325915642092114,1.4103306147505041,11.720930232558139,16.53038674033149,30.293447293447294,426.5873015873016,,,0.7007207999704406
5000,5000043,4,17,0.027624309392265192,16.53038674033149,302.4732620320856,,,,,500,250,16,1.05,5.0,181,5,5,12,False,False,,,1.8325915642092114,1.4103306147505041,11.720930232558139,16.53038674033149,30.293447293447294,302.4732620320856,,,0.7007207999704406
5000,5000043,5,31,0.022792022792022793,30.293447293447294,165.0521959936048,,,,,500,250,16,1.05,5.0,351,8,8,23,False,False,,,1.8325915642092114,1.4103306147505041,11.720930232558139,16.53038674033149,30.293447293447294,165.0521959936048,,,0.7007207999704406
5000,5000044,1,6,0.027777777777777776,5.833333333333333,857.1428571428572,,,,,500,250,16,1.05,5.0,72,2,2,4,False,False,,,1.2679369320343112,2.186729290417645,19.689922480620154,43.05653021442495,54.5929648241206,857.1428571428572,,,0.6959659000276588
5000,5000044,2,8,0.008,7.936,630.0403225806451,,,,,500,250,16,1.05,5.0,125,1,1,7,False,False,,,1.2679369320343112,2.186729290417645,19.689922480620154,43.05653021442495,54.5929648241206,630.0403225806451,,,0.6959659000276588
5000,5000044,3,20,0.015503875968992248,19.689922480620154,253.93700787401576,,,,,500,250,16,1.05,5.0,258,4,4,16,False,False,,,1.2679369320343112,2.186729290417645,19.689922480620154,43.05653021442495,54.5929648241206,253.93700787401576,,,0.6959659000276588
5000,5000044,4,44,0.021442495126705652,43.05653021442495,116.12640347700108,,,,,500,250,16,1.05,5.0,513,11,12,32,False,False,,,1.2679369320343112,2.186729290417645,19.689922480620154,43.05653021442495,54.5929648241206,116.12640347700108,,,0.6959659000276588
5000,5000044,5,56,0.02512562814070352,54.5929648241206,91.58689248895435,,,,,500,250,16,1.05,5.0,597,15,16,40,False,False,,,1.2679369320343112,2.186729290417645,19.689922480620154,43.05653021442495,54.5929648241206,91.58689248895435,,,0.6959659000276588
