n,seed,level,IG,danger_rate,useful_IG,D,IG_after_rebuild,danger_rate_after_rebuild,useful_IG_after_rebuild,D_after_rebuild,sample_units,candidate_cap,top_neighbors,min_useful_growth,topdown_bias,affected_clauses,dangerous_clauses,forced,chosen_unit_size,rebuilt,rebuild_triggered,trigger_level,trigger_reason,ratio_54,ratio_43,useful_IG_G3,useful_IG_G4,useful_IG_G5,baseline_D,after_D,improvement_ratio,runtime_seconds
1000,1000042,1,10,0.03333333333333333,9.666666666666666,103.44827586206897,,,,,500,250,16,1.05,5.0,90,3,3,7,False,False,,,1.5944317500770318,1.3957877288157101,36.689655172413794,51.210970464135016,81.65239726027397,103.44827586206897,,,0.21710569999413565
1000,1000042,2,28,0.04035874439461883,26.869955156950674,37.21628838451268,,,,,500,250,16,1.05,5.0,223,9,12,16,False,False,,,1.5944317500770318,1.3957877288157101,36.689655172413794,51.210970464135016,81.65239726027397,37.21628838451268,,,0.21710569999413565
1000,1000042,3,38,0.034482758620689655,36.689655172413794,27.25563909774436,,,,,500,250,16,1.05,5.0,377,13,14,24,False,False,,,1.5944317500770318,1.3957877288157101,36.689655172413794,51.210970464135016,81.65239726027397,27.25563909774436,,,0.21710569999413565
1000,1000042,4,53,0.03375527426160337,51.210970464135016,19.52706599653951,,,,,500,250,16,1.05,5.0,474,16,21,32,False,False,,,1.5944317500770318,1.3957877288157101,36.689655172413794,51.210970464135016,81.65239726027397,19.52706599653951,,,0.21710569999413565
1000,1000042,5,85,0.039383561643835614,81.65239726027397,12.247037852574184,,,,,500,250,16,1.05,5.0,584,23,45,40,False,False,,,1.5944317500770318,1.3957877288157101,36.689655172413794,51.210970464135016,81.65239726027397,12.247037852574184,,,0.21710569999413565
1000,1000043,1,11,0.023622047244094488,10.740157480314961,93.10850439882698,,,,,500,250,16,1.05,5.0,127,3,3,8,False,False,,,1.1715299769139285,1.341038428253749,44.09467455621302,59.13265306122449,69.27567567567567,93.10850439882698,,,0.19834319996880367
1000,1000043,2,30,0.0398406374501992,28.804780876494025,34.716459197786996,,,,,500,250,16,1.05,5.0,251,10,14,16,False,False,,,1.1715299769139285,1.341038428253749,44.09467455621302,59.13265306122449,69.27567567567567,34.716459197786996,,,0.19834319996880367
1000,1000043,3,46,0.04142011834319527,44.09467455621302,22.6784755770263,,,,,500,250,16,1.05,5.0,338,14,22,24,False,False,,,1.1715299769139285,1.341038428253749,44.09467455621302,59.13265306122449,69.27567567567567,22.6784755770263,,,0.19834319996880367
1000,1000043,4,61,0.030612244897959183,59.13265306122449,16.911130284728216,,,,,500,250,16,1.05,5.0,490,15,29,32,False,False,,,1.1715299769139285,1.341038428253749,44.09467455621302,59.13265306122449,69.27567567567567,16.911130284728216,,,0.19834319996880367
1000,1000043,5,72,0.03783783783783784,69.27567567567567,14.435081148564295,,,,,500,250,16,1.05,5.0,555,21,32,40,False,False,,,1.1715299769139285,1.341038428253749,44.09467455621302,59.13265306122449,69.27567567567567,14.435081148564295,,,0.19834319996880367
1000,1000044,1,11,0.036036036036036036,10.603603603603604,94.30756159728122,,,,,500,250,16,1.05,5.0,111,4,4,7,False,False,,,1.3031186233464678,1.2992778649921508,42.42424242424242,55.120879120879124,71.82904411764706,94.30756159728122,,,0.19576009997399524
1000,1000044,2,28,0.032388663967611336,27.093117408906885,36.909742976688584,,,,,500,250,16,1.05,5.0,247,8,12,16,False,False,,,1.3031186233464678,1.2992778649921508,42.42424242424242,55.120879120879124,71.82904411764706,36.909742976688584,,,0.19576009997399524
1000,1000044,3,44,0.03581267217630854,42.42424242424242,23.571428571428573,,,,,500,250,16,1.05,5.0,363,13,20,24,False,False,,,1.3031186233464678,1.2992778649921508,42.42424242424242,55.120879120879124,71.82904411764706,23.571428571428573,,,0.19576009997399524
1000,1000044,4,57,0.03296703296703297,55.120879120879124,18.14194577352472,,,,,500,250,16,1.05,5.0,455,15,25,32,False,False,,,1.3031186233464678,1.2992778649921508,42.42424242424242,55.120879120879124,71.82904411764706,18.14194577352472,,,0.19576009997399524
1000,1000044,5,75,0.042279411764705885,71.82904411764706,13.921944977607167,,,,,500,250,16,1.05,5.0,544,23,35,40,False,False,,,1.3031186233464678,1.2992778649921508,42.42424242424242,55.120879120879124,71.82904411764706,13.921944977607167,,,0.19576009997399524
5000,5000042,1,5,0.017543859649122806,4.912280701754385,1017.857142857143,,,,,500,250,16,1.05,5.0,57,1,1,4,False,False,,,1.9709222090405054,1.9911875042630107,13.923076923076923,27.723456790123457,54.640776699029125,1017.857142857143,,,0.7128536000382155
5000,5000042,2,9,0.017857142857142856,8.839285714285714,565.6565656565657,,,,,500,250,16,1.05,5.0,112,2,2,7,False,False,,,1.9709222090405054,1.9911875042630107,13.923076923076923,27.723456790123457,54.640776699029125,565.6565656565657,,,0.7128536000382155
5000,5000042,3,14,0.005494505494505495,13.923076923076923,359.1160220994475,,,,,500,250,16,1.05,5.0,182,1,1,13,False,False,,,1.9709222090405054,1.9911875042630107,13.923076923076923,27.723456790123457,54.640776699029125,359.1160220994475,,,0.7128536000382155
