mode,total,success,fail,success_rate,avg_decision_steps,avg_forced_steps,avg_score_calls
LG_depth2,60,58,2,0.9666666666666667,12.155172413793103,0.0,10145.4
L_depth2,60,56,4,0.9333333333333333,12.160714285714286,0.0,12033.966666666667
weighted_G_0.1_depth2,60,55,5,0.9166666666666666,12.254545454545454,0.0,12000.966666666667
weighted_G_0.2_depth2,60,55,5,0.9166666666666666,12.254545454545454,0.0,12000.966666666667
weighted_G_0.4_depth2,60,55,5,0.9166666666666666,12.254545454545454,0.0,12014.3
