n,seed,colors,level,edge_count,avg_degree,unit_count,chosen_unit_size,IG,forced,affected_edges,dangerous_edges,danger_rate,avg_freedom,useful_IG,D,avg_forced_per_assignment,sample_units,top_neighbors,runtime_seconds
100,100042,3,4,200,4.0,4,31,58,27,89,26,0.29213483146067415,1.4222222222222223,41.056179775280896,2.435686918445539,0.8709677419354839,100,16,0.005738399981055409
100,100042,3,5,200,4.0,3,40,75,35,102,22,0.21568627450980393,1.5416666666666667,58.8235294117647,1.7000000000000002,0.875,100,16,0.007932999986223876
