mode,n_vars,level,samples,avg_IG,avg_danger_rate,avg_base_useful_IG,avg_loss,avg_reserve_total,avg_reserve_score,avg_overlap,avg_recovered,avg_useful_IG,avg_chosen_unit_size,D_pred,conflicts
baseline,1000,1,3,8.0,0.03491784166971719,7.728761369633834,0.2712386303661658,0.0,0.0,0.0,0.0,7.728761369633834,5.666666666666667,129.38683861155064,0
baseline,1000,2,3,22.666666666666668,0.029076664076664076,22.00751877751878,0.6591478891478891,0.0,0.0,0.0,0.0,22.00751877751878,16.0,45.43901609760409,0
baseline,1000,3,3,37.333333333333336,0.0341308289421497,36.057326194118644,1.2760071392146866,0.0,0.0,0.0,0.0,36.057326194118644,24.0,27.73361492797298,0
baseline,1000,4,3,51.666666666666664,0.03519711228815596,49.80621809722476,1.8604485694419075,0.0,0.0,0.0,0.0,49.80621809722476,32.0,20.07781434133263,0
baseline,1000,5,3,61.0,0.032882417117593134,58.976182655513504,2.0238173444864973,0.0,0.0,0.0,0.0,58.976182655513504,40.0,16.955997403920023,0
baseline,2000,1,3,6.0,0.03377567851252062,5.7973459289248765,0.2026540710751237,0.0,0.0,0.0,0.0,5.7973459289248765,4.0,344.9854510184287,0
baseline,2000,2,3,14.666666666666666,0.01658177949738052,14.429876640362574,0.23679002630409282,0.0,0.0,0.0,0.0,14.429876640362574,12.0,138.60132347948795,0
baseline,2000,3,3,29.666666666666668,0.018086106634103694,29.129195942081182,0.537470724585483,0.0,0.0,0.0,0.0,29.129195942081182,24.0,68.65963633107776,0
baseline,2000,4,3,45.0,0.029639532740625307,43.66235755689869,1.3376424431013023,0.0,0.0,0.0,0.0,43.66235755689869,32.0,45.80604694544256,0
baseline,2000,5,3,55.666666666666664,0.027208890474830424,54.117052588925844,1.5496140777408274,0.0,0.0,0.0,0.0,54.117052588925844,40.0,36.956927702475554,0
reserve,1000,1,3,9.0,0.03653846153846154,8.682264957264957,0.3177350427350427,0.3177350427350427,0.0,0.0,0.0,8.682264957264957,6.333333333333333,115.17731892796496,0
reserve,1000,2,3,23.333333333333332,0.03077891349427452,22.61278009231731,0.7205532410160232,1.0382882837510659,0.14444444444444446,0.14583333333333334,0.008159722222222223,22.620939814539536,16.0,44.20682819540739,0
reserve,1000,3,3,38.0,0.037213270341242784,36.57230444377004,1.4276955562299662,2.4659838399810323,0.14173785202500006,0.1388888888888889,0.005941837888799138,36.578246281658835,24.0,27.3386534799899,0
reserve,1000,4,3,51.666666666666664,0.03519711228815596,49.80621809722476,1.8604485694419075,4.32643240942294,0.6295803898017965,0.34375,0.020280417000902315,49.826498514225655,32.0,20.069642255004055,0
reserve,1000,5,3,67.0,0.04060938465045702,64.23130575984005,2.7686942401599506,7.09512664958289,1.15155010474065,0.2916666666666667,0.017000468340152463,64.2483062281802,40.0,15.56461265217582,0
reserve,2000,1,3,6.0,0.022657952069716773,5.861764705882353,0.13823529411764704,0.13823529411764707,0.0,0.0,0.0,5.861764705882353,4.333333333333333,341.1941796287004,0
reserve,2000,2,3,15.0,0.022378047024889214,14.738082412649554,0.2619175873504461,0.4001528814680932,0.03294117647058824,0.0625,0.0015441176470588236,14.739626530296611,12.333333333333334,135.68864827674525,0
reserve,2000,3,3,31.666666666666668,0.022308780515962124,30.95723878979885,0.7094278768678149,1.109580758335908,0.08457161125319694,0.06944444444444445,0.0022023857097186704,30.959441175508573,24.0,64.60064923853218,0
reserve,2000,4,3,44.666666666666664,0.026791644991300267,43.436648279141785,1.2300183875248873,2.3395991458607956,0.2848778108305335,0.17708333333333334,0.0062385786748782755,43.44288685781666,32.0,46.03745617886213,0
reserve,2000,5,3,23.333333333333332,0.04655156409542374,22.54023948760791,0.7930938457254246,3.1326929915862203,0.0,0.0,0.0,22.54023948760791,15.333333333333334,88.73020187294605,0
