n,seed,colors,level,edge_count,avg_degree,unit_count,chosen_unit_size,IG,forced,affected_edges,dangerous_edges,danger_rate,useful_IG,D,sample_units,top_neighbors,runtime_seconds
1000,1000042,4,4,1500,3.0,97,32,32,0,65,0,0.0,32.0,31.25,500,16,0.02644089999375865
1000,1000042,4,5,1500,3.0,90,40,40,0,90,0,0.0,40.0,25.0,500,16,0.0323733999975957
1000,1000043,4,4,1500,3.0,97,32,32,0,75,0,0.0,32.0,31.25,500,16,0.025718699966091663
1000,1000043,4,5,1500,3.0,87,40,40,0,94,0,0.0,40.0,25.0,500,16,0.032158899994101375
