n,seed,colors,level,edge_count,avg_degree,unit_count,chosen_unit_size,IG,forced,affected_edges,dangerous_edges,danger_rate,useful_IG,D,sample_units,top_neighbors,runtime_seconds
1000,1000042,3,4,4000,8.0,40,32,966,934,218,6,0.027522935779816515,939.4128440366972,1.0644947068244854,500,16,0.43385770003078505
1000,1000042,3,5,4000,8.0,30,32,966,934,218,6,0.027522935779816515,939.4128440366972,1.0644947068244854,500,16,0.8019370000110939
1000,1000043,3,4,4000,8.0,41,31,949,918,169,6,0.03550295857988166,915.3076923076924,1.0925287839314228,500,16,0.25409030000446364
1000,1000043,3,5,4000,8.0,33,31,949,918,169,6,0.03550295857988166,915.3076923076924,1.0925287839314228,500,16,0.5374904000200331
