n,seed,level,IG,danger_rate,useful_IG,D,IG_after_rebuild,danger_rate_after_rebuild,useful_IG_after_rebuild,D_after_rebuild,sample_units,candidate_cap,top_neighbors,min_useful_growth,topdown_bias,affected_clauses,dangerous_clauses,forced,chosen_unit_size,rebuilt,rebuild_triggered,trigger_level,trigger_reason,ratio_54,ratio_43,useful_IG_G3,useful_IG_G4,useful_IG_G5,baseline_D,after_D,improvement_ratio,runtime_seconds
1000,1000042,1,7,0.03773584905660377,6.735849056603774,148.45938375350138,,,,,500,250,16,1.05,5.0,53,2,2,5,False,False,,,1.2539696293821612,1.3037796250813445,34.54251012145749,45.03582089552239,56.4735516372796,148.45938375350138,,,0.1364797000424005
1000,1000042,2,21,0.021505376344086023,20.548387096774192,48.665620094191524,,,,,500,250,16,1.05,5.0,186,4,5,16,False,False,,,1.2539696293821612,1.3037796250813445,34.54251012145749,45.03582089552239,56.4735516372796,48.665620094191524,,,0.1364797000424005
1000,1000042,3,36,0.04048582995951417,34.54251012145749,28.94983591186123,,,,,500,250,16,1.05,5.0,247,10,12,24,False,False,,,1.2539696293821612,1.3037796250813445,34.54251012145749,45.03582089552239,56.4735516372796,28.94983591186123,,,0.1364797000424005
1000,1000042,4,47,0.041791044776119404,45.03582089552239,22.204546960959764,,,,,500,250,16,1.05,5.0,335,14,15,32,False,False,,,1.2539696293821612,1.3037796250813445,34.54251012145749,45.03582089552239,56.4735516372796,22.204546960959764,,,0.1364797000424005
1000,1000042,5,59,0.042821158690176324,56.4735516372796,17.707404103479035,,,,,500,250,16,1.05,5.0,397,17,19,40,False,False,,,1.2539696293821612,1.3037796250813445,34.54251012145749,45.03582089552239,56.4735516372796,17.707404103479035,,,0.1364797000424005
1000,1000043,1,5,0.0,5.0,200.0,,,,,500,250,16,1.05,5.0,54,0,0,5,False,False,,,1.284734431803394,1.3600420055391422,32.725,44.50737463126843,57.180156657963444,200.0,,,0.12760079995496199
1000,1000043,2,21,0.026595744680851064,20.44148936170213,48.92011449388498,,,,,500,250,16,1.05,5.0,188,5,5,16,False,False,,,1.284734431803394,1.3600420055391422,32.725,44.50737463126843,57.180156657963444,48.92011449388498,,,0.12760079995496199
1000,1000043,3,34,0.0375,32.725,30.557677616501145,,,,,500,250,16,1.05,5.0,240,9,10,24,False,False,,,1.284734431803394,1.3600420055391422,32.725,44.50737463126843,57.180156657963444,30.557677616501145,,,0.12760079995496199
1000,1000043,4,46,0.032448377581120944,44.50737463126843,22.468186638388126,,,,,500,250,16,1.05,5.0,339,11,14,32,False,False,,,1.284734431803394,1.3600420055391422,32.725,44.50737463126843,57.180156657963444,22.468186638388126,,,0.12760079995496199
1000,1000043,5,60,0.04699738903394256,57.180156657963444,17.488584474885844,,,,,500,250,16,1.05,5.0,383,18,20,40,False,False,,,1.284734431803394,1.3600420055391422,32.725,44.50737463126843,57.180156657963444,17.488584474885844,,,0.12760079995496199
1000,1000044,1,8,0.013888888888888888,7.888888888888889,126.76056338028168,,,,,500,250,16,1.05,5.0,72,1,1,7,False,False,,,1.26085626911315,1.3208610056925996,32.96969696969697,43.54838709677419,54.908256880733944,126.76056338028168,,,0.12411989999236539
1000,1000044,2,21,0.022727272727272728,20.522727272727273,48.72646733111849,,,,,500,250,16,1.05,5.0,176,4,5,16,False,False,,,1.26085626911315,1.3208610056925996,32.96969696969697,43.54838709677419,54.908256880733944,48.72646733111849,,,0.12411989999236539
1000,1000044,3,34,0.030303030303030304,32.96969696969697,30.330882352941178,,,,,500,250,16,1.05,5.0,297,9,10,24,False,False,,,1.26085626911315,1.3208610056925996,32.96969696969697,43.54838709677419,54.908256880733944,30.330882352941178,,,0.12411989999236539
1000,1000044,4,45,0.03225806451612903,43.54838709677419,22.962962962962965,,,,,500,250,16,1.05,5.0,372,12,13,32,False,False,,,1.26085626911315,1.3208610056925996,32.96969696969697,43.54838709677419,54.908256880733944,22.962962962962965,,,0.12411989999236539
1000,1000044,5,57,0.03669724770642202,54.908256880733944,18.21219715956558,,,,,500,250,16,1.05,5.0,436,16,17,40,False,False,,,1.26085626911315,1.3208610056925996,32.96969696969697,43.54838709677419,54.908256880733944,18.21219715956558,,,0.12411989999236539
5000,5000042,1,5,0.02564102564102564,4.871794871794871,1026.3157894736844,,,,,500,250,16,1.05,5.0,39,1,1,4,False,False,,,1.0,1.261755485893417,11.0,13.879310344827587,13.879310344827587,1026.3157894736844,,,0.6656932000187226
5000,5000042,2,6,0.0,6.0,833.3333333333334,,,,,500,250,16,1.05,5.0,63,0,0,6,False,False,,,1.0,1.261755485893417,11.0,13.879310344827587,13.879310344827587,833.3333333333334,,,0.6656932000187226
5000,5000042,3,11,0.0,11.0,454.54545454545456,,,,,500,250,16,1.05,5.0,107,0,0,11,False,False,,,1.0,1.261755485893417,11.0,13.879310344827587,13.879310344827587,454.54545454545456,,,0.6656932000187226
5000,5000042,4,14,0.008620689655172414,13.879310344827587,360.2484472049689,9,0.011363636363636364,8.897727272727273,561.941251596424,500,250,16,1.05,5.0,116,1,1,13,True,True,4,weak_growth,1.0,1.261755485893417,11.0,13.879310344827587,13.879310344827587,360.2484472049689,561.941251596424,0.6410784867306606,0.6656932000187226
5000,5000042,5,14,0.008620689655172414,13.879310344827587,360.2484472049689,10,0.009615384615384616,9.903846153846153,504.8543689320389,500,250,16,1.05,5.0,116,1,1,13,True,True,4,weak_growth,1.0,1.261755485893417,11.0,13.879310344827587,13.879310344827587,360.2484472049689,504.8543689320389,0.713569039655996,0.6656932000187226
5000,5000043,1,5,0.02702702702702703,4.864864864864865,1027.7777777777778,,,,,500,250,16,1.05,5.0,37,1,1,4,False,False,,,1.5402985074626867,1.409438775510204,7.538461538461538,10.625,16.365671641791046,1027.7777777777778,,,0.5063717999728397
5000,5000043,2,6,0.044444444444444446,5.733333333333333,872.0930232558139,,,,,500,250,16,1.05,5.0,45,2,2,4,False,False,,,1.5402985074626867,1.409438775510204,7.538461538461538,10.625,16.365671641791046,872.0930232558139,,,0.5063717999728397
5000,5000043,3,8,0.057692307692307696,7.538461538461538,663.265306122449,,,,,500,250,16,1.05,5.0,52,3,3,5,False,False,,,1.5402985074626867,1.409438775510204,7.538461538461538,10.625,16.365671641791046,663.265306122449,,,0.5063717999728397
5000,5000043,4,11,0.03409090909090909,10.625,470.5882352941176,,,,,500,250,16,1.05,5.0,88,3,3,8,False,False,,,1.5402985074626867,1.409438775510204,7.538461538461538,10.625,16.365671641791046,470.5882352941176,,,0.5063717999728397
5000,5000043,5,17,0.03731343283582089,16.365671641791046,305.5175558595531,,,,,500,250,16,1.05,5.0,134,5,5,12,False,False,,,1.5402985074626867,1.409438775510204,7.538461538461538,10.625,16.365671641791046,305.5175558595531,,,0.5063717999728397
5000,5000044,1,5,0.05555555555555555,4.722222222222222,1058.8235294117646,,,,,500,250,16,1.05,5.0,36,2,2,3,False,False,,,1.0,1.4628032345013475,5.888888888888889,8.614285714285714,8.614285714285714,1058.8235294117646,,,0.740449900040403
5000,5000044,2,5,0.05555555555555555,4.722222222222222,1058.8235294117646,,,,,500,250,16,1.05,5.0,36,2,2,3,False,False,,,1.0,1.4628032345013475,5.888888888888889,8.614285714285714,8.614285714285714,1058.8235294117646,,,0.740449900040403
5000,5000044,3,6,0.018518518518518517,5.888888888888889,849.0566037735848,,,,,500,250,16,1.05,5.0,54,1,1,5,False,False,,,1.0,1.4628032345013475,5.888888888888889,8.614285714285714,8.614285714285714,849.0566037735848,,,0.740449900040403
5000,5000044,4,9,0.04285714285714286,8.614285714285714,580.4311774461029,6,0.015384615384615385,5.907692307692308,846.3541666666666,500,250,16,1.05,5.0,70,3,3,6,True,True,4,weak_growth,1.0,1.4628032345013475,5.888888888888889,8.614285714285714,8.614285714285714,580.4311774461029,846.3541666666666,0.6858017604286262,0.740449900040403
5000,5000044,5,9,0.04285714285714286,8.614285714285714,580.4311774461029,7,0.013333333333333334,6.906666666666667,723.9382239382239,500,250,16,1.05,5.0,70,3,3,6,True,True,4,weak_growth,1.0,1.4628032345013475,5.888888888888889,8.614285714285714,8.614285714285714,580.4311774461029,723.9382239382239,0.8017689331122168,0.740449900040403
