n,seed,level,IG,danger_rate,useful_IG,D,IG_after_rebuild,danger_rate_after_rebuild,useful_IG_after_rebuild,D_after_rebuild,sample_units,candidate_cap,top_neighbors,affected_clauses,dangerous_clauses,forced,chosen_unit_size,rebuilt,runtime_seconds
1000000,1000000042,1,4,0.06666666666666667,3.7333333333333334,267857.14285714284,,,,,500,250,16,30,2,2,2,False,214.66031470004236
1000000,1000000042,2,4,0.06666666666666667,3.7333333333333334,267857.14285714284,,,,,500,250,16,30,2,2,2,False,214.66031470004236
1000000,1000000042,3,4,0.06666666666666667,3.7333333333333334,267857.14285714284,,,,,500,250,16,30,2,2,2,False,214.66031470004236
1000000,1000000042,4,4,0.06666666666666667,3.7333333333333334,267857.14285714284,33,0.0027247956403269754,32.910081743869206,30385.825467792685,500,250,16,30,2,2,2,True,214.66031470004236
1000000,1000000042,5,4,0.06666666666666667,3.7333333333333334,267857.14285714284,43,0.006276150627615063,42.73012552301255,23402.69277845777,500,250,16,30,2,2,2,True,214.66031470004236
