n,seed,colors,level,edge_count,avg_degree,unit_count,chosen_unit_size,IG,forced,affected_edges,dangerous_edges,danger_rate,useful_IG,D,sample_units,top_neighbors,runtime_seconds
1000,1000042,4,4,2500,5.0,54,32,32,0,127,0,0.0,32.0,31.25,500,16,0.04512189998058602
1000,1000042,4,5,2500,5.0,36,40,40,0,147,0,0.0,40.0,25.0,500,16,0.05798079998930916
1000,1000043,4,4,2500,5.0,55,32,32,0,100,0,0.0,32.0,31.25,500,16,0.04321109998272732
1000,1000043,4,5,2500,5.0,39,40,40,0,145,0,0.0,40.0,25.0,500,16,0.06026400002883747
